FID,mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,stop_id,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow
4631,1,Fall 2019,Blue,Blue Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,State Street,place-state,1987,98003,12,166,8167,9240
4632,1,Fall 2019,Blue,Blue Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Wood Island,place-wimnl,13831,1921,12,1153,160,10620
4633,1,Fall 2019,Blue,Blue Line,0,day_type_02,saturday,time_period_10,OFF_PEAK,Wonderland,place-wondl,41152,0,12,3429,0,3429
4634,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Airport,place-aport,31761,6990,8,3970,874,11340
4635,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Aquarium,place-aqucl,7609,18815,8,951,2352,13617
4636,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Beachmont,place-bmmnl,10900,1000,8,1363,125,5440
4637,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Bowdoin,place-bomnl,0,5562,8,0,695,0
4638,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Government Center,place-gover,92,53629,8,12,6704,695
4639,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Maverick,place-mvbcl,39351,9927,8,4919,1241,15018
4640,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Orient Heights,place-orhte,15215,1538,8,1902,192,7446
4641,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Revere Beach,place-rbmnl,14086,1372,8,1761,172,4202
4642,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Suffolk Downs,place-sdmnl,2742,370,8,343,46,5736
4643,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,State Street,place-state,831,50667,8,104,6333,7387
4644,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Wood Island,place-wimnl,7272,893,8,909,112,8243
4645,1,Fall 2019,Blue,Blue Line,0,day_type_03,sunday,time_period_11,OFF_PEAK,Wonderland,place-wondl,20902,0,8,2613,0,2613
4646,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Airport,place-aport,1138,4408,77,15,57,97
4647,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Aquarium,place-aqucl,686,264,77,9,3,160
4648,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Beachmont,place-bmmnl,486,885,77,6,11,56
4649,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Bowdoin,place-bomnl,380,0,77,5,0,5
4650,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Government Center,place-gover,4524,12,77,59,0,64
4651,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Maverick,place-mvbcl,2501,4054,77,32,53,140
4652,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Orient Heights,place-orhte,363,1437,77,5,19,64
4653,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Revere Beach,place-rbmnl,100,1496,77,1,19,38
4654,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Suffolk Downs,place-sdmnl,65,288,77,1,4,61
4655,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,State Street,place-state,7185,191,77,93,2,154
4656,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Wood Island,place-wimnl,310,1769,77,4,23,78
4657,1,Fall 2019,Blue,Blue Line,1,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Wonderland,place-wondl,0,2931,77,0,38,0
4658,1,Fall 2019,Blue,Blue Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Orient Heights,place-orhte,1961,13663,8,245,1708,6690
4659,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Downtown Crossing,place-dwnxg,28865,26711,77,375,347,1087
4660,1,Fall 2019,Blue,Blue Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Revere Beach,place-rbmnl,316,16612,8,40,2077,2914
4661,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Forest Hills,place-forhl,0,20802,77,0,270,0
4662,1,Fall 2019,Blue,Blue Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Suffolk Downs,place-sdmnl,374,3122,8,47,390,6346
4663,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Green Street,place-grnst,146,10640,77,2,138,270
4664,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Stony Brook,place-sbmnl,2598,41974,77,34,545,2931
4665,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Wood Island,place-wimnl,21767,2570,77,283,33,2098
4666,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,State Street,place-state,122803,57348,77,1595,745,5862
4667,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Wonderland,place-wondl,43908,0,77,570,0,570
4668,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Sullivan Square,place-sull,74064,10294,77,962,134,3437
4669,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Haymarket,place-haecl,11117,6376,77,144,83,1022
4670,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Airport,place-aport,65603,11094,77,852,144,2291
4671,1,Fall 2019,Blue,Blue Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,State Street,place-state,42495,1612,8,5312,202,13520
4672,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Tufts Medical Center,place-tumnl,32392,41769,77,421,542,5745
4673,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Jackson Square,place-jaksn,681,24195,77,9,314,600
4674,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Aquarium,place-aqucl,27398,26656,77,356,346,3159
4675,1,Fall 2019,Blue,Blue Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Wood Island,place-wimnl,978,7585,8,122,948,8153
4676,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Wellington,place-welln,53518,3588,77,695,47,2112
4677,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Massachusetts Ave.,place-masta,10347,9164,77,134,119,1313
4678,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Beachmont,place-bmmnl,19297,3095,77,251,40,936
4679,1,Fall 2019,Blue,Blue Line,1,day_type_03,sunday,time_period_11,OFF_PEAK,Wonderland,place-wondl,0,23311,8,0,2914,0
4680,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Assembly,place-astao,78738,6487,77,1023,84,3177
4681,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Malden Center,place-mlmnl,2849,84,77,37,1,47
4682,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Bowdoin,place-bomnl,0,10768,77,0,140,0
4683,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Assembly,place-astao,2159,1019,77,28,13,771
4684,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Back Bay,place-bbsta,128549,163232,77,1669,2120,10260
4685,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,North Station,place-north,35800,1977,77,465,26,961
4686,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Government Center,place-gover,517,93206,77,7,1210,140
4687,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Back Bay,place-bbsta,578,14051,77,8,182,354
4688,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Community College,place-ccmnl,59693,12689,77,775,165,4845
4689,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Oak Grove,place-ogmnl,831,0,77,11,0,11
4690,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Roxbury Crossing,place-rcmnl,1796,9591,77,23,125,906
4691,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Ruggles,place-rugg,5783,29357,77,75,381,1007
4692,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Stony Brook,place-sbmnl,153,15090,77,2,196,406
4693,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,State Street,place-state,17178,14302,77,223,186,1059
4694,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Sullivan Square,place-sull,12142,2154,77,158,28,472
4695,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Tufts Medical Center,place-tumnl,8389,4689,77,109,61,1218
4696,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Wellington,place-welln,14221,153,77,185,2,229
4697,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Assembly,place-astao,1073,30,77,14,0,48
4698,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Back Bay,place-bbsta,2817,1103,77,37,14,202
4699,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Community College,place-ccmnl,352,126,77,5,2,70
4700,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Chinatown,place-chncl,1220,272,77,16,4,171
4701,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Downtown Crossing,place-dwnxg,4983,2465,77,65,32,158
4702,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Forest Hills,place-forhl,0,2201,77,0,29,0
4703,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Green Street,place-grnst,9,1474,77,0,19,29
4704,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Haymarket,place-haecl,1276,911,77,17,12,114
4705,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Jackson Square,place-jaksn,69,4433,77,1,58,80
4706,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Massachusetts Ave.,place-masta,1921,1440,77,25,19,208
4707,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Malden Center,place-mlmnl,360,8,77,5,0,6
4708,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,North Station,place-north,3267,239,77,42,3,109
4709,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Oak Grove,place-ogmnl,96,0,77,1,0,1
4710,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Roxbury Crossing,place-rcmnl,372,1734,77,5,23,137
4711,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Ruggles,place-rugg,1225,5335,77,16,69,154
4712,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Stony Brook,place-sbmnl,20,2514,77,0,33,48
4713,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,State Street,place-state,3238,2339,77,42,30,126
4714,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Sullivan Square,place-sull,1774,319,77,23,4,67
4715,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Tufts Medical Center,place-tumnl,1217,549,77,16,7,179
4716,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_09,NIGHT,Wellington,place-welln,2208,7,77,29,0,34
4717,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Community College,place-ccmnl,2489,2105,77,32,27,1098
4718,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Chinatown,place-chncl,415,4729,77,5,61,617
4719,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Chinatown,place-chncl,43560,32344,77,566,420,10438
4720,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Maverick,place-mvbcl,89786,23656,77,1166,307,3150
4721,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Downtown Crossing,place-dwnxg,303434,213767,77,3941,2776,10292
4722,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Forest Hills,place-forhl,0,345342,77,0,4485,0
4723,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Orient Heights,place-orhte,29300,3202,77,381,42,1336
4724,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Green Street,place-grnst,4026,98475,77,52,1279,4485
4725,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Revere Beach,place-rbmnl,24612,2731,77,320,35,725
4726,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Haymarket,place-haecl,93178,34630,77,1210,450,6991
4727,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Suffolk Downs,place-sdmnl,5578,838,77,72,11,997
4728,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Jackson Square,place-jaksn,11801,116007,77,153,1507,7090
4729,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,State Street,place-state,6411,146211,77,83,1899,1344
4730,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Massachusetts Ave.,place-masta,50188,85932,77,652,1116,9796
4731,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Wood Island,place-wimnl,21276,2286,77,276,30,1583
4732,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Malden Center,place-mlmnl,76286,3758,77,991,49,1367
4733,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Wonderland,place-wondl,33963,0,77,441,0,441
4734,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,North Station,place-north,154109,47450,77,2001,616,6230
4735,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Airport,place-aport,37882,7480,77,492,97,1057
4736,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Aquarium,place-aqucl,10512,9791,77,137,127,1413
4737,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Beachmont,place-bmmnl,8586,2276,77,112,30,428
4738,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Bowdoin,place-bomnl,0,4911,77,0,64,0
4739,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Government Center,place-gover,196,47313,77,3,614,64
4740,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Maverick,place-mvbcl,41072,14396,77,533,187,1404
4741,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Orient Heights,place-orhte,14027,2644,77,182,34,599
4742,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Revere Beach,place-rbmnl,10007,2188,77,130,28,346
4743,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Suffolk Downs,place-sdmnl,2397,628,77,31,8,451
4744,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,State Street,place-state,2990,59777,77,39,776,676
4745,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Wood Island,place-wimnl,6727,1842,77,87,24,663
4746,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_07,EVENING,Wonderland,place-wondl,18850,0,77,245,0,245
4747,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Airport,place-aport,19339,3224,77,251,42,429
4748,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Aquarium,place-aqucl,3243,2834,77,42,37,483
4749,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Beachmont,place-bmmnl,2581,686,77,34,9,127
4750,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Downtown Crossing,place-dwnxg,5237,31431,77,68,408,673
4751,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Bowdoin,place-bomnl,0,1611,77,0,21,0
4752,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Government Center,place-gover,42,16822,77,1,218,21
4753,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Maverick,place-mvbcl,10259,6467,77,133,84,478
4754,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Orient Heights,place-orhte,5509,746,77,72,10,193
4755,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Revere Beach,place-rbmnl,3043,654,77,40,8,102
4756,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,Suffolk Downs,place-sdmnl,459,139,77,6,2,131
4757,1,Fall 2019,Blue,Blue Line,0,day_type_01,weekday,time_period_08,LATE_EVENING,State Street,place-state,901,19736,77,12,256,239
4758,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Oak Grove,place-ogmnl,32756,0,77,425,0,425
4759,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Roxbury Crossing,place-rcmnl,33092,75808,77,430,985,8443
4760,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Ruggles,place-rugg,67778,129232,77,880,1678,8998
4761,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Forest Hills,place-forhl,0,9642,77,0,125,0
4762,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Stony Brook,place-sbmnl,3813,109917,77,50,1427,5712
4763,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Green Street,place-grnst,142,1002,77,2,13,125
4764,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,State Street,place-state,225691,61111,77,2931,794,9128
4765,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Haymarket,place-haecl,5399,6085,77,70,79,935
4766,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Sullivan Square,place-sull,94358,12895,77,1225,167,4235
4767,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Tufts Medical Center,place-tumnl,59943,38979,77,778,506,10710
4768,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_06,PM_PEAK,Wellington,place-welln,70676,3611,77,918,47,2238
4769,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Assembly,place-astao,36532,2986,77,474,39,1426
4770,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Back Bay,place-bbsta,78224,53090,77,1016,689,5288
4771,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Community College,place-ccmnl,36404,4805,77,473,62,2308
4772,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Chinatown,place-chncl,34035,13641,77,442,177,4849
4773,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Downtown Crossing,place-dwnxg,160956,96045,77,2090,1247,4584
4774,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Forest Hills,place-forhl,0,149852,77,0,1946,0
4775,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Green Street,place-grnst,1394,55964,77,18,727,1946
4776,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Haymarket,place-haecl,42681,18282,77,554,237,3151
4777,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Jackson Square,place-jaksn,6121,73403,77,79,953,3509
4778,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_07,EVENING,Massachusetts Ave.,place-masta,35251,44855,77,458,583,5164
4779,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Jackson Square,place-jaksn,588,1586,77,8,21,145
4780,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Massachusetts Ave.,place-masta,587,4152,77,8,54,308
4781,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Malden Center,place-mlmnl,31827,41,77,413,1,529
4782,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,North Station,place-north,710,12578,77,9,163,944
4783,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Oak Grove,place-ogmnl,8910,0,77,116,0,116
4784,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Roxbury Crossing,place-rcmnl,376,2490,77,5,32,158
4785,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Ruggles,place-rugg,563,9998,77,7,130,185
4786,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Stony Brook,place-sbmnl,162,797,77,2,10,136
4787,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,State Street,place-state,17240,11250,77,224,146,1013
4788,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Sullivan Square,place-sull,26814,2037,77,348,26,1093
4789,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Tufts Medical Center,place-tumnl,786,7536,77,10,98,529
4790,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_01,VERY_EARLY_MORNING,Wellington,place-welln,18255,710,77,237,9,756
4791,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Assembly,place-astao,8404,3406,77,109,44,2708
4792,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Back Bay,place-bbsta,5317,57116,77,69,742,1400
4793,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Community College,place-ccmnl,8472,9223,77,110,120,3173
4794,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Chinatown,place-chncl,1314,15086,77,17,196,2507
4795,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Downtown Crossing,place-dwnxg,25116,105742,77,326,1373,2686
4796,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Forest Hills,place-forhl,0,29257,77,0,380,0
4797,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Green Street,place-grnst,552,5433,77,7,71,380
4798,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Haymarket,place-haecl,21441,19630,77,278,255,3236
4799,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Jackson Square,place-jaksn,4320,6333,77,56,82,470
4800,1,Fall 2019,Orange,Orange Line,0,day_type_01,weekday,time_period_02,EARLY_AM,Massachusetts Ave.,place-masta,4033,13029,77,52,169,1283
4801,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Ashmont,place-asmnl,0,118221,77,0,1535,0
4802,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Broadway,place-brdwy,25436,45375,77,330,589,7553
4803,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Braintree,place-brntn,0,72016,77,0,935,0
4804,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Charles/MGH,place-chmnl,102736,34439,77,1334,447,7287
4805,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Central,place-cntsq,100113,34045,77,1300,442,4835
4806,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Davis,place-davis,62838,4611,77,816,60,1535
4807,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Downtown Crossing,place-dwnxg,203502,164500,77,2643,2136,8310
4808,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Fields Corner,place-fldcr,16259,72630,77,211,943,1993
4809,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Harvard,place-harsq,172338,23059,77,2238,299,3977
4810,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,JFK/Umass,place-jfk,60261,69807,77,783,907,3506
4811,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,Kendall/MIT,place-knncl,157385,36882,77,2044,479,6400
4812,1,Fall 2019,Red,Red Line,0,day_type_01,weekday,time_period_05,MIDDAY_SCHOOL,North Quincy,place-nqncy,13957,62834,77,181,816,3356
